siteId,ts,nox,no2,no,pm10,nvpm10,vpm10,nvpm2.5,pm2.5,vpm2.5,co,o3,so2,loc,lat,long
500,1523120400,51.15,39.95,7.3,500,23.19,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1523221200,180.69,86.46,61.45,500,34.78,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1523314800,35.89,33.84,1.34,500,15.46,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1523347200,293.82,105.31,122.95,500,20.29,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1523376000,181.15,76.4,68.32,500,32.85,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1523386800,127.66,60.66,43.69,500,31.89,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1523412000,33.69,22.68,7.18,500,60.87,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1523444400,208.55,80.04,83.81,500,45.41,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1523455200,228.87,88.48,91.56,500,46.38,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1523469600,183.36,81.41,66.49,500,54.11,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1523592000,148.69,62.5,56.21,500,34.78,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1523685600,37.15,30.77,4.16,500,46.38,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1523692800,29.17,23.82,3.49,500,29.95,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1523700000,41.03,24.87,10.54,500,20.29,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1523714400,33.61,25.18,5.5,500,20.29,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1523746800,65.65,59.54,3.98,500,48.31,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1523811600,64.11,42.31,14.22,500,24.16,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1523818800,91.64,55.82,23.36,500,28.02,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1523822400,92.15,54.81,24.35,500,16.43,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1523836800,9.62,8.61,0.66,500,5.8,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1523894400,70.74,45.3,16.59,500,18.36,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1523898000,68.38,42.71,16.74,500,19.32,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1524031200,51.5,34.75,10.92,500,26.09,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1524042000,40.7,25.47,9.93,500,15.46,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1524045600,25.55,17.37,5.34,500,18.36,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1524067200,24.82,20.1,3.08,500,16.43,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1524074400,23.57,21.3,1.48,500,22.22,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1524110400,140.67,76.62,41.77,500,43.48,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1524135600,70.59,47.43,15.1,500,22.22,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1524142800,54.4,39.7,9.59,500,27.05,,,,,,,,Temple Way,51.4579497129,-2.58398909033
